Comunidades Autónomas;Conceptos demográficos en el trimestre actual;Conceptos demográficos en el trimestre anterior;Periodo;Total
01 Andalucía;Permanencias;Reactivaciones;2020T1;""
01 Andalucía;Permanencias;Bajas;2022T4;""
01 Andalucía;Permanencias;Bajas;2022T3;""
01 Andalucía;Permanencias;Bajas;2022T2;""
01 Andalucía;Permanencias;Bajas;2022T1;""
01 Andalucía;Permanencias;Bajas;2021T4;""
01 Andalucía;Permanencias;Bajas;2021T3;""
01 Andalucía;Permanencias;Bajas;2021T2;""
01 Andalucía;Permanencias;Bajas;2021T1;""
01 Andalucía;Permanencias;Bajas;2020T4;""
01 Andalucía;Permanencias;Bajas;2020T3;""
01 Andalucía;Permanencias;Bajas;2020T2;""
01 Andalucía;Permanencias;Bajas;2020T1;""
01 Andalucía;Reactivaciones;No detectadas;2022T4;""
01 Andalucía;Reactivaciones;No detectadas;2022T3;""
01 Andalucía;Reactivaciones;No detectadas;2022T2;""
01 Andalucía;Reactivaciones;No detectadas;2022T1;""
01 Andalucía;Reactivaciones;No detectadas;2021T4;""
01 Andalucía;Reactivaciones;No detectadas;2021T3;""
01 Andalucía;Reactivaciones;No detectadas;2021T2;""
01 Andalucía;Reactivaciones;No detectadas;2021T1;""
01 Andalucía;Reactivaciones;No detectadas;2020T4;""
01 Andalucía;Reactivaciones;No detectadas;2020T3;""
01 Andalucía;Reactivaciones;No detectadas;2020T2;""
01 Andalucía;Reactivaciones;No detectadas;2020T1;""
01 Andalucía;Reactivaciones;Altas;2022T4;""
01 Andalucía;Reactivaciones;Altas;2022T3;""
01 Andalucía;Reactivaciones;Altas;2022T2;""
01 Andalucía;Reactivaciones;Altas;2022T1;""
01 Andalucía;Reactivaciones;Altas;2021T4;""
01 Andalucía;Reactivaciones;Altas;2021T3;""
01 Andalucía;Reactivaciones;Altas;2021T2;""
01 Andalucía;Reactivaciones;Altas;2021T1;""
01 Andalucía;Reactivaciones;Altas;2020T4;""
01 Andalucía;Reactivaciones;Altas;2020T3;""
01 Andalucía;Reactivaciones;Altas;2020T2;""
01 Andalucía;Reactivaciones;Altas;2020T1;""
01 Andalucía;Reactivaciones;Permanencias;2022T4;""
01 Andalucía;Reactivaciones;Permanencias;2022T3;""
01 Andalucía;Reactivaciones;Permanencias;2022T2;""
01 Andalucía;Reactivaciones;Permanencias;2022T1;""
01 Andalucía;Reactivaciones;Permanencias;2021T4;""
01 Andalucía;Reactivaciones;Permanencias;2021T3;""
01 Andalucía;Reactivaciones;Permanencias;2021T2;""
01 Andalucía;Reactivaciones;Permanencias;2021T1;""
01 Andalucía;Reactivaciones;Permanencias;2020T4;""
01 Andalucía;Reactivaciones;Permanencias;2020T3;""
01 Andalucía;Reactivaciones;Permanencias;2020T2;""
01 Andalucía;Reactivaciones;Permanencias;2020T1;""
01 Andalucía;Reactivaciones;Reactivaciones;2022T4;""
01 Andalucía;Reactivaciones;Reactivaciones;2022T3;""
01 Andalucía;Reactivaciones;Reactivaciones;2022T2;""
01 Andalucía;Reactivaciones;Reactivaciones;2022T1;""
01 Andalucía;Reactivaciones;Reactivaciones;2021T4;""
01 Andalucía;Reactivaciones;Reactivaciones;2021T3;""
01 Andalucía;Reactivaciones;Reactivaciones;2021T2;""
01 Andalucía;Reactivaciones;Reactivaciones;2021T1;""
01 Andalucía;Reactivaciones;Reactivaciones;2020T4;""
01 Andalucía;Reactivaciones;Reactivaciones;2020T3;""
01 Andalucía;Reactivaciones;Reactivaciones;2020T2;""
01 Andalucía;Reactivaciones;Reactivaciones;2020T1;""
01 Andalucía;Reactivaciones;Bajas;2022T4;1.199
01 Andalucía;Reactivaciones;Bajas;2022T3;1.589
01 Andalucía;Reactivaciones;Bajas;2022T2;1.146
01 Andalucía;Reactivaciones;Bajas;2022T1;1.786
01 Andalucía;Reactivaciones;Bajas;2021T4;1.092
01 Andalucía;Reactivaciones;Bajas;2021T3;1.165
01 Andalucía;Reactivaciones;Bajas;2021T2;950
01 Andalucía;Reactivaciones;Bajas;2021T1;1.766
01 Andalucía;Reactivaciones;Bajas;2020T4;1.032
01 Andalucía;Reactivaciones;Bajas;2020T3;890
01 Andalucía;Reactivaciones;Bajas;2020T2;5.988
01 Andalucía;Reactivaciones;Bajas;2020T1;""
01 Andalucía;Bajas;No detectadas;2022T4;""
01 Andalucía;Bajas;No detectadas;2022T3;""
01 Andalucía;Bajas;No detectadas;2022T2;""
01 Andalucía;Bajas;No detectadas;2022T1;""
01 Andalucía;Bajas;No detectadas;2021T4;""
01 Andalucía;Bajas;No detectadas;2021T3;""
01 Andalucía;Bajas;No detectadas;2021T2;""
01 Andalucía;Bajas;No detectadas;2021T1;""
01 Andalucía;Bajas;No detectadas;2020T4;""
01 Andalucía;Bajas;No detectadas;2020T3;""
01 Andalucía;Bajas;No detectadas;2020T2;""
01 Andalucía;Bajas;No detectadas;2020T1;""
01 Andalucía;Bajas;Altas;2022T4;1.891
01 Andalucía;Bajas;Altas;2022T3;3.320
01 Andalucía;Bajas;Altas;2022T2;1.850
01 Andalucía;Bajas;Altas;2022T1;1.830
01 Andalucía;Bajas;Altas;2021T4;1.955
01 Andalucía;Bajas;Altas;2021T3;3.244
01 Andalucía;Bajas;Altas;2021T2;1.834
01 Andalucía;Bajas;Altas;2021T1;1.923
01 Andalucía;Bajas;Altas;2020T4;2.331
01 Andalucía;Bajas;Altas;2020T3;2.407
01 Andalucía;Bajas;Altas;2020T2;1.380
01 Andalucía;Bajas;Altas;2020T1;""
01 Andalucía;Bajas;Permanencias;2022T4;19.666
01 Andalucía;Bajas;Permanencias;2022T3;15.474
01 Andalucía;Bajas;Permanencias;2022T2;16.914
01 Andalucía;Bajas;Permanencias;2022T1;15.807
01 Andalucía;Bajas;Permanencias;2021T4;17.191
01 Andalucía;Bajas;Permanencias;2021T3;13.700
01 Andalucía;Bajas;Permanencias;2021T2;14.284
01 Andalucía;Bajas;Permanencias;2021T1;11.470
01 Andalucía;Bajas;Permanencias;2020T4;15.316
01 Andalucía;Bajas;Permanencias;2020T3;14.570
01 Andalucía;Bajas;Permanencias;2020T2;9.390
01 Andalucía;Bajas;Permanencias;2020T1;""
01 Andalucía;Bajas;Reactivaciones;2022T4;287
01 Andalucía;Bajas;Reactivaciones;2022T3;239
01 Andalucía;Bajas;Reactivaciones;2022T2;231
01 Andalucía;Bajas;Reactivaciones;2022T1;207
01 Andalucía;Bajas;Reactivaciones;2021T4;195
01 Andalucía;Bajas;Reactivaciones;2021T3;175
01 Andalucía;Bajas;Reactivaciones;2021T2;200
01 Andalucía;Bajas;Reactivaciones;2021T1;150
01 Andalucía;Bajas;Reactivaciones;2020T4;131
01 Andalucía;Bajas;Reactivaciones;2020T3;539
01 Andalucía;Bajas;Reactivaciones;2020T2;""
01 Andalucía;Bajas;Reactivaciones;2020T1;""
01 Andalucía;Bajas;Bajas;2022T4;""
01 Andalucía;Bajas;Bajas;2022T3;""
01 Andalucía;Bajas;Bajas;2022T2;""
01 Andalucía;Bajas;Bajas;2022T1;""
01 Andalucía;Bajas;Bajas;2021T4;""
01 Andalucía;Bajas;Bajas;2021T3;""
01 Andalucía;Bajas;Bajas;2021T2;""
01 Andalucía;Bajas;Bajas;2021T1;""
01 Andalucía;Bajas;Bajas;2020T4;""
01 Andalucía;Bajas;Bajas;2020T3;""
01 Andalucía;Bajas;Bajas;2020T2;""
01 Andalucía;Bajas;Bajas;2020T1;""
01 Andalucía;No detectadas;No detectadas;2022T4;""
01 Andalucía;No detectadas;No detectadas;2022T3;""
01 Andalucía;No detectadas;No detectadas;2022T2;""
01 Andalucía;No detectadas;No detectadas;2022T1;""
01 Andalucía;No detectadas;No detectadas;2021T4;""
01 Andalucía;No detectadas;No detectadas;2021T3;""
01 Andalucía;No detectadas;No detectadas;2021T2;""
01 Andalucía;No detectadas;No detectadas;2021T1;""
01 Andalucía;No detectadas;No detectadas;2020T4;""
01 Andalucía;No detectadas;No detectadas;2020T3;""
01 Andalucía;No detectadas;No detectadas;2020T2;""
01 Andalucía;No detectadas;No detectadas;2020T1;""
01 Andalucía;No detectadas;Altas;2022T4;""
01 Andalucía;No detectadas;Altas;2022T3;""
01 Andalucía;No detectadas;Altas;2022T2;""
01 Andalucía;No detectadas;Altas;2022T1;""
01 Andalucía;No detectadas;Altas;2021T4;""
01 Andalucía;No detectadas;Altas;2021T3;""
01 Andalucía;No detectadas;Altas;2021T2;""
01 Andalucía;No detectadas;Altas;2021T1;""
01 Andalucía;No detectadas;Altas;2020T4;""
01 Andalucía;No detectadas;Altas;2020T3;""
01 Andalucía;No detectadas;Altas;2020T2;""
01 Andalucía;No detectadas;Altas;2020T1;""
01 Andalucía;No detectadas;Permanencias;2022T4;""
01 Andalucía;No detectadas;Permanencias;2022T3;""
01 Andalucía;No detectadas;Permanencias;2022T2;""
01 Andalucía;No detectadas;Permanencias;2022T1;""
01 Andalucía;No detectadas;Permanencias;2021T4;""
01 Andalucía;No detectadas;Permanencias;2021T3;""
01 Andalucía;No detectadas;Permanencias;2021T2;""
01 Andalucía;No detectadas;Permanencias;2021T1;""
01 Andalucía;No detectadas;Permanencias;2020T4;""
01 Andalucía;No detectadas;Permanencias;2020T3;""
01 Andalucía;No detectadas;Permanencias;2020T2;""
01 Andalucía;No detectadas;Permanencias;2020T1;""
01 Andalucía;No detectadas;Reactivaciones;2022T4;""
01 Andalucía;No detectadas;Reactivaciones;2022T3;""
01 Andalucía;No detectadas;Reactivaciones;2022T2;""
01 Andalucía;No detectadas;Reactivaciones;2022T1;""
01 Andalucía;No detectadas;Reactivaciones;2021T4;""
01 Andalucía;No detectadas;Reactivaciones;2021T3;""
01 Andalucía;No detectadas;Reactivaciones;2021T2;""
01 Andalucía;No detectadas;Reactivaciones;2021T1;""
01 Andalucía;No detectadas;Reactivaciones;2020T4;""
01 Andalucía;No detectadas;Reactivaciones;2020T3;""
01 Andalucía;No detectadas;Reactivaciones;2020T2;""
01 Andalucía;No detectadas;Reactivaciones;2020T1;""
01 Andalucía;No detectadas;Bajas;2022T4;17.834
01 Andalucía;No detectadas;Bajas;2022T3;17.406
01 Andalucía;No detectadas;Bajas;2022T2;16.698
01 Andalucía;No detectadas;Bajas;2022T1;17.555
01 Andalucía;No detectadas;Bajas;2021T4;16.027
01 Andalucía;No detectadas;Bajas;2021T3;15.153
01 Andalucía;No detectadas;Bajas;2021T2;12.593
01 Andalucía;No detectadas;Bajas;2021T1;16.012
01 Andalucía;No detectadas;Bajas;2020T4;16.484
01 Andalucía;No detectadas;Bajas;2020T3;9.880
01 Andalucía;No detectadas;Bajas;2020T2;28.515
01 Andalucía;No detectadas;Bajas;2020T1;""
02 Aragón;Total;No detectadas;2022T4;2.397
02 Aragón;Total;No detectadas;2022T3;2.013
02 Aragón;Total;No detectadas;2022T2;2.637
02 Aragón;Total;No detectadas;2022T1;2.274
02 Aragón;Total;No detectadas;2021T4;2.341
02 Aragón;Total;No detectadas;2021T3;2.122
02 Aragón;Total;No detectadas;2021T2;2.742
02 Aragón;Total;No detectadas;2021T1;2.279
02 Aragón;Total;No detectadas;2020T4;2.287
02 Aragón;Total;No detectadas;2020T3;2.222
02 Aragón;Total;No detectadas;2020T2;1.509
02 Aragón;Total;No detectadas;2020T1;2.875
02 Aragón;Total;Altas;2022T4;2.013
02 Aragón;Total;Altas;2022T3;2.637
02 Aragón;Total;Altas;2022T2;2.274
02 Aragón;Total;Altas;2022T1;2.341
02 Aragón;Total;Altas;2021T4;2.122
02 Aragón;Total;Altas;2021T3;2.742
02 Aragón;Total;Altas;2021T2;2.279
02 Aragón;Total;Altas;2021T1;2.287
02 Aragón;Total;Altas;2020T4;2.222
02 Aragón;Total;Altas;2020T3;1.509
02 Aragón;Total;Altas;2020T2;2.875
02 Aragón;Total;Altas;2020T1;""
02 Aragón;Total;Permanencias;2022T4;78.593
02 Aragón;Total;Permanencias;2022T3;78.415
02 Aragón;Total;Permanencias;2022T2;78.568
02 Aragón;Total;Permanencias;2022T1;78.533
02 Aragón;Total;Permanencias;2021T4;78.942
02 Aragón;Total;Permanencias;2021T3;78.525
02 Aragón;Total;Permanencias;2021T2;78.408
02 Aragón;Total;Permanencias;2021T1;78.043
02 Aragón;Total;Permanencias;2020T4;78.476
02 Aragón;Total;Permanencias;2020T3;78.683
02 Aragón;Total;Permanencias;2020T2;77.568
02 Aragón;Total;Permanencias;2020T1;""
02 Aragón;Total;Reactivaciones;2022T4;228
02 Aragón;Total;Reactivaciones;2022T3;158
02 Aragón;Total;Reactivaciones;2022T2;190
02 Aragón;Total;Reactivaciones;2022T1;157
02 Aragón;Total;Reactivaciones;2021T4;161
02 Aragón;Total;Reactivaciones;2021T3;120
02 Aragón;Total;Reactivaciones;2021T2;172
02 Aragón;Total;Reactivaciones;2021T1;135
02 Aragón;Total;Reactivaciones;2020T4;124
02 Aragón;Total;Reactivaciones;2020T3;989
02 Aragón;Total;Reactivaciones;2020T2;""
02 Aragón;Total;Reactivaciones;2020T1;""
02 Aragón;Total;Bajas;2022T4;2.617
02 Aragón;Total;Bajas;2022T3;2.617
02 Aragón;Total;Bajas;2022T2;2.463
02 Aragón;Total;Bajas;2022T1;2.692
02 Aragón;Total;Bajas;2021T4;2.445
02 Aragón;Total;Bajas;2021T3;2.334
02 Aragón;Total;Bajas;2021T2;2.057
02 Aragón;Total;Bajas;2021T1;2.779
02 Aragón;Total;Bajas;2020T4;2.705
02 Aragón;Total;Bajas;2020T3;1.760
02 Aragón;Total;Bajas;2020T2;5.226
02 Aragón;Total;Bajas;2020T1;""
02 Aragón;Altas;No detectadas;2022T4;2.397
02 Aragón;Altas;No detectadas;2022T3;2.013
02 Aragón;Altas;No detectadas;2022T2;2.637
02 Aragón;Altas;No detectadas;2022T1;2.274
02 Aragón;Altas;No detectadas;2021T4;2.341
02 Aragón;Altas;No detectadas;2021T3;2.122
02 Aragón;Altas;No detectadas;2021T2;2.742
02 Aragón;Altas;No detectadas;2021T1;2.279
02 Aragón;Altas;No detectadas;2020T4;2.287
02 Aragón;Altas;No detectadas;2020T3;2.222
02 Aragón;Altas;No detectadas;2020T2;1.509
02 Aragón;Altas;No detectadas;2020T1;2.875
02 Aragón;Altas;Altas;2022T4;""
02 Aragón;Altas;Altas;2022T3;""
02 Aragón;Altas;Altas;2022T2;""
02 Aragón;Altas;Altas;2022T1;""
02 Aragón;Altas;Altas;2021T4;""
02 Aragón;Altas;Altas;2021T3;""
02 Aragón;Altas;Altas;2021T2;""
02 Aragón;Altas;Altas;2021T1;""
02 Aragón;Altas;Altas;2020T4;""
02 Aragón;Altas;Altas;2020T3;""
02 Aragón;Altas;Altas;2020T2;""
02 Aragón;Altas;Altas;2020T1;""
02 Aragón;Altas;Permanencias;2022T4;""
02 Aragón;Altas;Permanencias;2022T3;""
02 Aragón;Altas;Permanencias;2022T2;""
02 Aragón;Altas;Permanencias;2022T1;""
02 Aragón;Altas;Permanencias;2021T4;""
02 Aragón;Altas;Permanencias;2021T3;""
02 Aragón;Altas;Permanencias;2021T2;""
02 Aragón;Altas;Permanencias;2021T1;""
02 Aragón;Altas;Permanencias;2020T4;""
02 Aragón;Altas;Permanencias;2020T3;""
02 Aragón;Altas;Permanencias;2020T2;""
02 Aragón;Altas;Permanencias;2020T1;""
02 Aragón;Altas;Reactivaciones;2022T4;""
02 Aragón;Altas;Reactivaciones;2022T3;""
02 Aragón;Altas;Reactivaciones;2022T2;""
02 Aragón;Altas;Reactivaciones;2022T1;""
02 Aragón;Altas;Reactivaciones;2021T4;""
02 Aragón;Altas;Reactivaciones;2021T3;""
02 Aragón;Altas;Reactivaciones;2021T2;""
02 Aragón;Altas;Reactivaciones;2021T1;""
02 Aragón;Altas;Reactivaciones;2020T4;""
02 Aragón;Altas;Reactivaciones;2020T3;""
02 Aragón;Altas;Reactivaciones;2020T2;""
02 Aragón;Altas;Reactivaciones;2020T1;""
02 Aragón;Altas;Bajas;2022T4;""
02 Aragón;Altas;Bajas;2022T3;""
02 Aragón;Altas;Bajas;2022T2;""
02 Aragón;Altas;Bajas;2022T1;""
02 Aragón;Altas;Bajas;2021T4;""
02 Aragón;Altas;Bajas;2021T3;""
02 Aragón;Altas;Bajas;2021T2;""
02 Aragón;Altas;Bajas;2021T1;""
02 Aragón;Altas;Bajas;2020T4;""
02 Aragón;Altas;Bajas;2020T3;""
02 Aragón;Altas;Bajas;2020T2;""
02 Aragón;Altas;Bajas;2020T1;""
02 Aragón;Permanencias;No detectadas;2022T4;""
02 Aragón;Permanencias;No detectadas;2022T3;""
02 Aragón;Permanencias;No detectadas;2022T2;""
02 Aragón;Permanencias;No detectadas;2022T1;""
02 Aragón;Permanencias;No detectadas;2021T4;""
02 Aragón;Permanencias;No detectadas;2021T3;""
02 Aragón;Permanencias;No detectadas;2021T2;""
02 Aragón;Permanencias;No detectadas;2021T1;""
02 Aragón;Permanencias;No detectadas;2020T4;""
02 Aragón;Permanencias;No detectadas;2020T3;""
02 Aragón;Permanencias;No detectadas;2020T2;""
02 Aragón;Permanencias;No detectadas;2020T1;""
02 Aragón;Permanencias;Altas;2022T4;1.735
02 Aragón;Permanencias;Altas;2022T3;2.099
02 Aragón;Permanencias;Altas;2022T2;2.010
02 Aragón;Permanencias;Altas;2022T1;2.062
02 Aragón;Permanencias;Altas;2021T4;1.831
02 Aragón;Permanencias;Altas;2021T3;2.208
02 Aragón;Permanencias;Altas;2021T2;1.989
02 Aragón;Permanencias;Altas;2021T1;2.022
02 Aragón;Permanencias;Altas;2020T4;1.886
02 Aragón;Permanencias;Altas;2020T3;1.171
02 Aragón;Permanencias;Altas;2020T2;2.637
02 Aragón;Permanencias;Altas;2020T1;""
02 Aragón;Permanencias;Permanencias;2022T4;75.653
02 Aragón;Permanencias;Permanencias;2022T3;76.373
02 Aragón;Permanencias;Permanencias;2022T2;76.253
02 Aragón;Permanencias;Permanencias;2022T1;76.369
02 Aragón;Permanencias;Permanencias;2021T4;76.568
02 Aragón;Permanencias;Permanencias;2021T3;76.643
02 Aragón;Permanencias;Permanencias;2021T2;76.382
02 Aragón;Permanencias;Permanencias;2021T1;76.267
02 Aragón;Permanencias;Permanencias;2020T4;76.056
02 Aragón;Permanencias;Permanencias;2020T3;76.387
02 Aragón;Permanencias;Permanencias;2020T2;76.046
02 Aragón;Permanencias;Permanencias;2020T1;""
02 Aragón;Permanencias;Reactivaciones;2022T4;182
02 Aragón;Permanencias;Reactivaciones;2022T3;121
02 Aragón;Permanencias;Reactivaciones;2022T2;152
02 Aragón;Permanencias;Reactivaciones;2022T1;137
02 Aragón;Permanencias;Reactivaciones;2021T4;134
02 Aragón;Permanencias;Reactivaciones;2021T3;91
02 Aragón;Permanencias;Reactivaciones;2021T2;154
02 Aragón;Permanencias;Reactivaciones;2021T1;119
02 Aragón;Permanencias;Reactivaciones;2020T4;101
02 Aragón;Permanencias;Reactivaciones;2020T3;918
02 Aragón;Permanencias;Reactivaciones;2020T2;""
02 Aragón;Permanencias;Reactivaciones;2020T1;""
02 Aragón;Permanencias;Bajas;2022T4;""
02 Aragón;Permanencias;Bajas;2022T3;""
02 Aragón;Permanencias;Bajas;2022T2;""
02 Aragón;Permanencias;Bajas;2022T1;""
02 Aragón;Permanencias;Bajas;2021T4;""
02 Aragón;Permanencias;Bajas;2021T3;""
02 Aragón;Permanencias;Bajas;2021T2;""
02 Aragón;Permanencias;Bajas;2021T1;""
02 Aragón;Permanencias;Bajas;2020T4;""
02 Aragón;Permanencias;Bajas;2020T3;""
02 Aragón;Permanencias;Bajas;2020T2;""
02 Aragón;Permanencias;Bajas;2020T1;""
02 Aragón;Reactivaciones;No detectadas;2022T4;""
02 Aragón;Reactivaciones;No detectadas;2022T3;""
02 Aragón;Reactivaciones;No detectadas;2022T2;""
02 Aragón;Reactivaciones;No detectadas;2022T1;""
02 Aragón;Reactivaciones;No detectadas;2021T4;""
02 Aragón;Reactivaciones;No detectadas;2021T3;""
02 Aragón;Reactivaciones;No detectadas;2021T2;""
02 Aragón;Reactivaciones;No detectadas;2021T1;""
02 Aragón;Reactivaciones;No detectadas;2020T4;""
02 Aragón;Reactivaciones;No detectadas;2020T3;""
02 Aragón;Reactivaciones;No detectadas;2020T2;""
02 Aragón;Reactivaciones;No detectadas;2020T1;""
02 Aragón;Reactivaciones;Altas;2022T4;""
02 Aragón;Reactivaciones;Altas;2022T3;""
02 Aragón;Reactivaciones;Altas;2022T2;""
02 Aragón;Reactivaciones;Altas;2022T1;""
02 Aragón;Reactivaciones;Altas;2021T4;""
02 Aragón;Reactivaciones;Altas;2021T3;""
02 Aragón;Reactivaciones;Altas;2021T2;""
02 Aragón;Reactivaciones;Altas;2021T1;""
02 Aragón;Reactivaciones;Altas;2020T4;""
02 Aragón;Reactivaciones;Altas;2020T3;""
02 Aragón;Reactivaciones;Altas;2020T2;""
02 Aragón;Reactivaciones;Altas;2020T1;""
02 Aragón;Reactivaciones;Permanencias;2022T4;""
02 Aragón;Reactivaciones;Permanencias;2022T3;""
02 Aragón;Reactivaciones;Permanencias;2022T2;""
02 Aragón;Reactivaciones;Permanencias;2022T1;""
02 Aragón;Reactivaciones;Permanencias;2021T4;""
02 Aragón;Reactivaciones;Permanencias;2021T3;""
02 Aragón;Reactivaciones;Permanencias;2021T2;""
02 Aragón;Reactivaciones;Permanencias;2021T1;""
02 Aragón;Reactivaciones;Permanencias;2020T4;""
02 Aragón;Reactivaciones;Permanencias;2020T3;""
02 Aragón;Reactivaciones;Permanencias;2020T2;""
02 Aragón;Reactivaciones;Permanencias;2020T1;""
02 Aragón;Reactivaciones;Reactivaciones;2022T4;""
02 Aragón;Reactivaciones;Reactivaciones;2022T3;""
02 Aragón;Reactivaciones;Reactivaciones;2022T2;""
02 Aragón;Reactivaciones;Reactivaciones;2022T1;""
02 Aragón;Reactivaciones;Reactivaciones;2021T4;""
02 Aragón;Reactivaciones;Reactivaciones;2021T3;""
02 Aragón;Reactivaciones;Reactivaciones;2021T2;""
02 Aragón;Reactivaciones;Reactivaciones;2021T1;""
02 Aragón;Reactivaciones;Reactivaciones;2020T4;""
02 Aragón;Reactivaciones;Reactivaciones;2020T3;""
02 Aragón;Reactivaciones;Reactivaciones;2020T2;""
02 Aragón;Reactivaciones;Reactivaciones;2020T1;""
02 Aragón;Reactivaciones;Bajas;2022T4;160
02 Aragón;Reactivaciones;Bajas;2022T3;228
02 Aragón;Reactivaciones;Bajas;2022T2;158
02 Aragón;Reactivaciones;Bajas;2022T1;190
02 Aragón;Reactivaciones;Bajas;2021T4;157
02 Aragón;Reactivaciones;Bajas;2021T3;161
02 Aragón;Reactivaciones;Bajas;2021T2;120
02 Aragón;Reactivaciones;Bajas;2021T1;172
02 Aragón;Reactivaciones;Bajas;2020T4;135
02 Aragón;Reactivaciones;Bajas;2020T3;124
02 Aragón;Reactivaciones;Bajas;2020T2;989
02 Aragón;Reactivaciones;Bajas;2020T1;""
02 Aragón;Bajas;No detectadas;2022T4;""
02 Aragón;Bajas;No detectadas;2022T3;""
02 Aragón;Bajas;No detectadas;2022T2;""
02 Aragón;Bajas;No detectadas;2022T1;""
02 Aragón;Bajas;No detectadas;2021T4;""
02 Aragón;Bajas;No detectadas;2021T3;""
02 Aragón;Bajas;No detectadas;2021T2;""
02 Aragón;Bajas;No detectadas;2021T1;""
02 Aragón;Bajas;No detectadas;2020T4;""
02 Aragón;Bajas;No detectadas;2020T3;""
02 Aragón;Bajas;No detectadas;2020T2;""
02 Aragón;Bajas;No detectadas;2020T1;""
02 Aragón;Bajas;Altas;2022T4;278
02 Aragón;Bajas;Altas;2022T3;538
02 Aragón;Bajas;Altas;2022T2;264
02 Aragón;Bajas;Altas;2022T1;279
02 Aragón;Bajas;Altas;2021T4;291
02 Aragón;Bajas;Altas;2021T3;534
02 Aragón;Bajas;Altas;2021T2;290
